alpha,condition,js,nll,nll_zero
1.0,real,0.13245540857315063,2.8056416511535645,3.6092522144317627
1.0,shuf,0.14794164896011353,2.8726420402526855,3.6092522144317627
2.0,real,0.2299814373254776,2.599416971206665,3.6092522144317627
2.0,shuf,0.20293055474758148,2.6648569107055664,3.6092522144317627
0.0,real,0.0,1.7167199850082397,1.7167199850082397
0.0,shuf,0.0,1.7167199850082397,1.7167199850082397
0.25,real,0.15531618893146515,0.5225151777267456,1.7167199850082397
0.25,shuf,0.13877969980239868,0.7457104921340942,1.7167199850082397
0.5,real,0.24443289637565613,0.35393399000167847,1.7167199850082397
0.5,shuf,0.24602332711219788,0.3363047242164612,1.7167199850082397
1.0,real,0.22460705041885376,0.7136804461479187,1.7167199850082397
1.0,shuf,0.23702016472816467,0.8752320408821106,1.7167199850082397
2.0,real,0.3302319645881653,3.7305526733398438,1.7167199850082397
2.0,shuf,0.3799794316291809,3.327336072921753,1.7167199850082397
0.0,real,0.0,3.5802431106567383,3.5802431106567383
0.0,shuf,0.0,3.5802431106567383,3.5802431106567383
0.25,real,0.03280889242887497,2.539982557296753,3.5802431106567383
0.25,shuf,0.025969717651605606,2.9397130012512207,3.5802431106567383
0.5,real,0.08158664405345917,1.9495091438293457,3.5802431106567383
0.5,shuf,0.04485943168401718,2.8059988021850586,3.5802431106567383
1.0,real,0.15777823328971863,1.3085832595825195,3.5802431106567383
1.0,shuf,0.12865960597991943,1.9014166593551636,3.5802431106567383
2.0,real,0.36059755086898804,2.8832590579986572,3.5802431106567383
2.0,shuf,0.3988156020641327,3.7416274547576904,3.5802431106567383
0.0,real,0.0,4.991326332092285,4.991326332092285
0.0,shuf,0.0,4.991326332092285,4.991326332092285
0.25,real,0.01326352171599865,5.024652004241943,4.991326332092285
0.25,shuf,0.017267324030399323,4.77531623840332,4.991326332092285
0.5,real,0.023839712142944336,5.264616966247559,4.991326332092285
0.5,shuf,0.029478788375854492,5.113389015197754,4.991326332092285
1.0,real,0.03863600641489029,5.537322044372559,4.991326332092285
1.0,shuf,0.04780410975217819,5.412153720855713,4.991326332092285
2.0,real,0.18918371200561523,6.8838934898376465,4.991326332092285
2.0,shuf,0.10229530930519104,5.398733139038086,4.991326332092285
0.0,real,0.0,4.456980228424072,4.456980228424072
0.0,shuf,0.0,4.456980228424072,4.456980228424072
0.25,real,0.012511842884123325,4.435786247253418,4.456980228424072
0.25,shuf,0.007545913569629192,4.352238655090332,4.456980228424072
0.5,real,0.036005668342113495,4.356072425842285,4.456980228424072
0.5,shuf,0.021815430372953415,4.056471347808838,4.456980228424072
1.0,real,0.07461394369602203,4.726356506347656,4.456980228424072
1.0,shuf,0.07895556837320328,4.544462203979492,4.456980228424072
2.0,real,0.21234005689620972,6.679096698760986,4.456980228424072
2.0,shuf,0.25689706206321716,6.153894424438477,4.456980228424072
0.0,real,0.0,6.038808345794678,6.038808345794678
0.0,shuf,0.0,6.038808345794678,6.038808345794678
0.25,real,0.010099411942064762,6.168126106262207,6.038808345794678
0.25,shuf,0.010534576140344143,6.0028276443481445,6.038808345794678
0.5,real,0.044188566505908966,6.00777530670166,6.038808345794678
0.5,shuf,0.04682113975286484,5.641050338745117,6.038808345794678
1.0,real,0.16691775619983673,5.520408630371094,6.038808345794678
1.0,shuf,0.1790430247783661,5.308263778686523,6.038808345794678
2.0,real,0.34000200033187866,5.156998634338379,6.038808345794678
2.0,shuf,0.43433326482772827,4.989974498748779,6.038808345794678
0.0,real,0.0,2.6324639320373535,2.6324639320373535
0.0,shuf,0.0,2.6324639320373535,2.6324639320373535
0.25,real,0.010003053583204746,2.6463470458984375,2.6324639320373535
0.25,shuf,0.013142104260623455,2.935507297515869,2.6324639320373535
0.5,real,0.025849787518382072,2.752077579498291,2.6324639320373535
0.5,shuf,0.03227952495217323,3.3642821311950684,2.6324639320373535
1.0,real,0.07386448979377747,1.8228012323379517,2.6324639320373535
1.0,shuf,0.0968768373131752,3.5777597427368164,2.6324639320373535
2.0,real,0.4133549630641937,2.8547356128692627,2.6324639320373535
2.0,shuf,0.22540543973445892,3.507201910018921,2.6324639320373535
0.0,real,0.0,3.380683660507202,3.380683660507202
0.0,shuf,0.0,3.380683660507202,3.380683660507202
0.25,real,0.009006783366203308,3.3176259994506836,3.380683660507202
0.25,shuf,0.008231347426772118,3.3545100688934326,3.380683660507202
0.5,real,0.02355247363448143,3.224945306777954,3.380683660507202
0.5,shuf,0.018826056271791458,3.3930094242095947,3.380683660507202
1.0,real,0.06213684380054474,3.9556198120117188,3.380683660507202
1.0,shuf,0.050897955894470215,3.743762254714966,3.380683660507202
2.0,real,0.24800407886505127,6.908634662628174,3.380683660507202
